id,label
achievements,achievements
action,action
athlete advocacy,athlete advocacy
athletes,athletes
barriers,barriers
belonging,belonging
branding,branding
breaking boundaries,breaking boundaries
bridging divides,bridging divides
camaraderie,camaraderie
celebration,celebration
celebrity athletes,celebrity athletes
challenging norms,challenging norms
collaboration,collaboration
collective goals,collective goals
collective identity,collective identity
commercialization,commercialization
common passion,common passion
community building,community building
community development,community development
community engagement,community engagement
community pride,community pride
competition,competition
cultural exchange,cultural exchange
cultural significance,cultural significance
culture,culture
discipline,discipline
discrimination,discrimination
diversity,diversity
economic contribution,economic contribution
empowerment,empowerment
endorsements,endorsements
engagement,engagement
fair play,fair play
fan engagement,fan engagement
fans,fans
financial growth,financial growth
fostering connections,fostering connections
gender equality,gender equality
global economy,global economy
global events,global events
global reach,global reach
healthy society,healthy society
importance of sports,importance of sports
inclusion,inclusion
inclusivity,inclusivity
inspiration,inspiration
international competition,international competition
international tournaments,international tournaments
investment,investment
job creation,job creation
justice,justice
life lessons,life lessons
life skills,life skills
local economies,local economies
local games,local games
local pride,local pride
major events,major events
market influence,market influence
media coverage,media coverage
networking opportunities,networking opportunities
overcoming obstacles,overcoming obstacles
participation,participation
perseverance,perseverance
personal growth,personal growth
platforms,platforms
positive change,positive change
powerful means,powerful means
pride,pride
public interest,public interest
recognition,recognition
resilience,resilience
revenue generation,revenue generation
role of sports,role of sports
shared experiences,shared experiences
social change,social change
social impact,social impact
sporting events,sporting events
sports industry,sports industry
stereotypes,stereotypes
success and failure,success and failure
team dynamics,team dynamics
teams,teams
teamwork,teamwork
tourism boost,tourism boost
traditions,traditions
transcendence,transcendence
transcending barriers,transcending barriers
unity,unity
values,values
