id,label
alienation,alienation
brain imaging,brain imaging
cardiovascular health,cardiovascular health
cognitive processes,cognitive processes
community,community
compassion,compassion
connection,connection
contagious,contagious
cultural barriers,cultural barriers
deep breathing,deep breathing
diversity,diversity
emotional contagion,emotional contagion
emotional regulation,emotional regulation
empathy,empathy
endorphins,endorphins
harmonious society,harmonious society
health benefits,health benefits
humor,humor
immune function,immune function
inclusion,inclusion
joy,joy
laughter,laughter
laughter therapy,laughter therapy
mirror neurons,mirror neurons
mood elevation,mood elevation
physical health,physical health
physiological responses,physiological responses
positive atmosphere,positive atmosphere
psychological processes,psychological processes
respect,respect
reward system,reward system
ridicule,ridicule
shared experience,shared experience
social bonding,social bonding
social relationships,social relationships
stress reduction,stress reduction
teamwork,teamwork
trust,trust
unity,unity
well-being,well-being
