source,relation,target
velocipede,caused by,accidents
innovation,inspired,electric bikes
pneumatic tires,enhances,transportation
boneshaker,influenced by,innovation
velocipede,supported by,endurance
pneumatic tires,demonstrates,human ingenuity
innovation,resulted in,high-wheel bicycle
adoption,increased,electric bikes
competitive sport,is a form of,Tour de France
carbon fiber,enhanced by,transportation
performance,impacts,accidents
velocipede,evolved from,boneshaker
performance,measured by,endurance
accidents,causes,high-wheel bicycle
high-wheel bicycle,improves,efficiency
velocipede,developed into,transportation
safety bicycle,reduced by,accidents
adoption,driven by,human ingenuity
safety bicycle,enhanced by,endurance
comfort,impacts,accidents
chain drive,facilitates,adoption
carbon fiber,improves,safety bicycle
comfort,enhanced by,endurance
Tour de France,featured in,high-wheel bicycle
20th century,introduced,safety bicycle
safety bicycle,enhanced by,efficiency
carbon fiber,enhances,comfort
comfort,influences,efficiency
safety bicycle,improved by,transportation
human ingenuity,enhances,performance
performance,benefits from,human ingenuity
ride dynamics,influences,cycling popularity
technological advancements,shapes,rider preferences
penny-farthing,evolved from,boneshaker
boneshaker,predecessor of,penny-farthing
safety bicycle,provides,eco-friendly option
sustainable transport,contributes to,cycling popularity
carbon fiber,increases,cycling popularity
innovation,enhances,performance improvement
safety bicycle,inspired by,commuter cycling
technological development,facilitates,urban mobility
boneshaker,influenced by,societal impact
bicycle evolution,promotes,leisure activity
efficiency,drives,cycling popularity
transport evolution,advances,materials advancement
ride safety,enhanced by,cycling popularity
commuter cycling,provides,stability
urban mobility,influences,propulsion
racing machines,driven by,technological development
ride dynamics,enables,propulsion
boneshaker,demonstrates,human ingenuity
cycling milestones,marks,ride safety
competitive sport,evolves from,design evolution
accidents,caused by,ride dynamics
cycling milestones,influenced by,ride experience
rider preferences,adopted by,carbon fiber
technological advancements,shapes,transport evolution
sustainable transport,transforms,design transformation
safety bicycle,enhanced by,agility
chain drive,affects,societal impact
transportation,enhances,urban mobility
endurance,influenced by,ride experience
lightweight frames,contributes to,cycling popularity
transport evolution,drives,carbon fiber
cycling milestones,enhances,urban mobility
technological advancements,influences,Tour de France
innovation,inspired,velocipede
velocipede,resulted from,innovation
design transformation,provides,eco-friendly option
sustainable transport,enables,propulsion
technological development,increases,cycling popularity
human ingenuity,improves,comfort
accidents,caused by,sustainable transport
performance,improves,ride safety
commuter cycling,enhances,comfort
sustainable transport,affects,ride safety
ride experience,influences,performance
sustainable transport,improves,efficiency
early prototypes,inspired,societal impact
bicycle evolution,shaped,societal impact
carbon fiber,enhances,ride safety
cycling popularity,contributed to,steel frames
ride dynamics,enables,chain drive
carbon fiber,increases,efficiency
efficiency,enhanced by,carbon fiber
transport evolution,drives,technological development
efficiency,results in,design transformation
electric bikes,influenced,early prototypes
boneshaker,preceded,early prototypes
performance improvement,marks,cycling milestones
agility,enhances,aluminum bikes
transportation,increases,cycling popularity
bicycle evolution,influenced,commuter cycling
safety bicycle,replaced,boneshaker
velocipede,led to,bicycle history
steel frames,influences,ride experience
performance improvement,contributes to,velocipede
cycling culture,shapes,bike styles
bike styles,influenced by,racing machines
cycling culture,affects,titanium alternatives
early prototypes,produced,19th century
technological development,drives,design transformation
bicycle evolution,influenced,19th century
pneumatic tires,enhances,recreational cycling
aluminum bikes,supports,urban mobility
titanium alternatives,influenced,competitive sport
pneumatic tires,enhances,safety bicycle
propulsion,leads to,design transformation
chain drive,influenced,bicycle history
agility,resulted in,design transformation
ride safety,enhances,urban mobility
commuter cycling,improves,ride safety
sustainable transport,influences,bike styles
eco-friendly option,provides,accidents
ride experience,supports,urban mobility
competitive sport,drives,materials advancement
cycling culture,expands,electric bikes
propulsion,fosters,technological development
commuter cycling,enhances,efficiency
carbon fiber,influences,bike styles
eco-friendly option,offers,cycling popularity
innovation,shapes,societal impact
eco-friendly option,provides,endurance
rider preferences,led to,safety bicycle
pneumatic tires,boosts,cycling popularity
innovation,influences,mechanical design
agility,improves,efficiency
innovation,occurred in,19th century
innovation,influenced,transportation
innovation,contributes to,lightweight frames
chain drive,facilitates,commuter cycling
efficiency,affects,bike styles
technological advancements,enhances,agility
lightweight frames,improves,racing machines
ride experience,influences,cycling popularity
stability,enhances,transport evolution
innovation,demonstrates,human ingenuity
bicycle history,influences,societal impact
safety bicycle,improves,ride safety
titanium alternatives,provides,performance improvement
sustainable transport,serves as,eco-friendly option
eco-friendly option,is a factor in,carbon fiber
bicycle evolution,is a result of,racing machines
commuter cycling,is influenced by,transport evolution
bike styles,is a category of,lightweight frames
rider preferences,affects,comfort
technological advancements,enhances,competitive sport
Tour de France,is showcased in,societal impact
innovation,supports,urban mobility
technological advancements,leads to,electric bikes
rider preferences,is influenced by,high-wheel bicycle
technological development,shapes,bike styles
transport evolution,enhances,comfort
Tour de France,is featured in,commuter cycling
recreational cycling,affects,performance
bike styles,is a type of,steel frames
competitive sport,contributes to,performance improvement
