source,relation,target
Cinderella,worn by,glass slipper
glass slipper,belongs to,Cinderella
magical elements,collected by,Brothers Grimm
Brothers Grimm,features in,magical elements
oral traditions,informs,storytelling
storytelling,inspired by,oral traditions
Italian traditions,influenced by,moral lessons
folklore,features in,cannibalistic witch
cannibalistic witch,is part of,folklore
Slavic traditions,inspired by,cultural variations
Charles Perrault,represents,cultural significance
heroic characters,inspired by,ancient myths
ancient myths,depicts,heroic characters
German traditions,originated from,Hansel and Gretel
moral lessons,included in,Brothers Grimm
Brothers Grimm,derived from,moral lessons
cultural heritage,encompasses,retelling
classic stories,includes,cultural heritage
cultural variations,intersects with,cultural heritage
beloved stories,cherished by,Italian traditions
cultural variations,reflected in,human experience
happily ever after,published by,Brothers Grimm
Brothers Grimm,is a theme in,happily ever after
Italian traditions,influenced by,cultural variations
Hansel and Gretel,features,magical elements
magical elements,is part of,Hansel and Gretel
German traditions,compiled by,Brothers Grimm
folklore,informs,timeless themes
timeless themes,is represented by,folklore
moral lessons,conveys,classic tales
enchanting stories,involves,retelling
beloved stories,appreciated in,imagination
oral traditions,informs,Slavic traditions
Slavic traditions,is part of,oral traditions
Hansel and Gretel,features,children
children,is about,Hansel and Gretel
wit,informs,ancient myths
ancient myths,is represented by,wit
bravery,demonstrates,beloved stories
German traditions,associated with,woods
Snow White,is utilized by,wit
wit,is a characteristic of,Snow White
ancient origins,inspired by,Charles Perrault
Charles Perrault,is a source for,ancient origins
Cinderella,authored,Charles Perrault
woods,abandoned in,siblings
Italian traditions,influenced by,oral traditions
ancient Greece,influenced by,heroic characters
fairytales,inspired by,Hansel and Gretel
sweets,belongs to,cannibalistic witch
ancient myths,derived from,classic tales
Brothers Grimm,preserved by,oral traditions
Galatea,inspired by,glass slipper
wicked stepmother,overcame by,triumph
Slavic traditions,influenced by,enduring popularity
transformation,characterized by,enchanting stories
Pygmalion,inspired by,imagination
cannibalistic witch,outsmarted by,wit
beloved stories,inspired by,creativity
Pygmalion,reflected in,human experience
Rhodopis,recorded in,history
classic stories,inspired by,Hansel and Gretel
human experience,influences,cultural heritage
ancient myths,derived from,magical elements
love,contributes to,enduring popularity
Galatea,inspired by,happily ever after
heroic characters,represents,cultural significance
ancient origins,originated in,ancient Greece
imagination,stimulates,enduring popularity
bravery,outsmarted by,cannibalistic witch
fairytales,collected by,Brothers Grimm
fairytales,features,magical elements
creativity,fuels,enduring popularity
oral traditions,preserved by,Rhodopis
ancient myths,inspired by,moral lessons
witches,is associated with,retelling
witches,influences,cultural heritage
creativity,informs,Slavic traditions
ancient myths,inspired by,cultural variations
fairy godmother,introduces,retelling
German traditions,shapes,connection
German traditions,is celebrated by,triumph
Charles Perrault,influenced by,cultural variations
ancient origins,is reflected in,cultural significance
beloved stories,is rooted in,European folklore
fairy godmother,is enhanced by,enduring popularity
imagination,sparks,creativity
classic tales,engages,captivating audiences
connection,represents,siblings
enduring popularity,is supported by,classic tales
bravery,is exemplified by,cultural heritage
sweets,is featured in,cultural heritage
folklore,informs,classic tales
cultural variations,is influenced by,jealousy
storytelling,compiled by,Brothers Grimm
love,is embodied in,enchanting stories
classic tales,is significant for,cultural significance
cultural variations,is characterized by,cannibalistic witch
bravery,is demonstrated by,enchanting stories
fairytales,is a form of,retelling
fairytales,includes,classic stories
cannibalistic witch,is represented by,cultural significance
cannibalistic witch,inspired by,ancient myths
Pygmalion,resulted in,triumph
Pygmalion,is linked to,connection
human experience,influences,oral traditions
Galatea,associated with,lost slipper
triumph,inspired by,captivating audiences
folklore,is influenced by,Italian traditions
ancient Greece,influenced by,cultural variations
creativity,inspired by,fairy godmother
sweets,enhances,storytelling
witches,opposes,Hansel and Gretel
moral lessons,contributes to,enduring popularity
Pygmalion,inspired by,timeless themes
cultural heritage,rooted in,history
Cinderella,utilizes,wit
Charles Perrault,influenced by,Italian traditions
folklore,fosters,creativity
cultural myths,influences,captivating audiences
retelling,based on,ancient myths
Rhodopis,embodies,timeless themes
Italian traditions,influenced by,history
moral lessons,enhances,cultural significance
retelling,inspired by,Charles Perrault
wit,contributes to,captivating audiences
ancient myths,influences,enduring popularity
creativity,shapes,history
classic tales,explores,love
Galatea,inspired by,Charles Perrault
seven dwarfs,supports,siblings
stroke of midnight,opposes,wicked stepmother
Galatea,associated with,Snow White
Charles Perrault,contributes to,enduring popularity
cultural myths,influences,European folklore
cannibalistic witch,threatens,stroke of midnight
classic tales,includes,enchanting stories
cannibalistic witch,features,Italian traditions
cultural myths,shapes,beloved stories
witches,influences,imagination
captivating audiences,enhances,storytelling
fairy godmother,influenced by,ancient Greece
cultural variations,enhances,cultural significance
beloved stories,inspired by,love
children,influenced by,German traditions
cultural heritage,rooted in,jealousy
wit,inspired by,German traditions
transformation,explores,retelling
sweets,attracts,Hansel and Gretel
stroke of midnight,associated with,glass slipper
folklore,influences,fairy godmother
Italian traditions,influenced by,jealousy
love,involves,Hansel and Gretel
ancient Greece,influenced by,Italian traditions
cannibalistic witch,features,enduring popularity
Hansel and Gretel,achieves,happily ever after
creativity,inspired by,jealousy
children,features,magical elements
timeless themes,influenced by,Italian traditions
oral traditions,engages,captivating audiences
oral traditions,contributes to,enduring popularity
creativity,inspired by,ancient myths
jealousy,influences,oral traditions
beloved stories,shapes,cultural heritage
happily ever after,associated with,stroke of midnight
storytelling,influences,ancient myths
captivating audiences,inspired,Brothers Grimm
enchanting stories,features,magical elements
folklore,influences,ancient myths
classic tales,contains,magical elements
enduring popularity,contributes to,cultural significance
jealousy,teaches,moral lessons
Cinderella,loses,lost slipper
Cinderella,grants,fairy godmother
Hansel and Gretel,assisted by,seven dwarfs
witches,defeated by,triumph
witches,caused by,transformation
triumph,achieved in,woods
witches,influenced by,timeless themes
moral lessons,complements,magical elements
Hansel and Gretel,are,siblings
Italian traditions,influences,storytelling
creativity,represents,cultural significance
Rhodopis,reflects,cultural heritage
ancient Greece,originated from,folklore
Italian traditions,part of,Rhodopis
classic stories,is a type of,enchanting stories
creativity,inspired by,Rhodopis
enduring popularity,enhances,storytelling
retelling,involves,classic tales
moral lessons,fosters,connection
folklore,entertains,captivating audiences
moral lessons,are inherent in,fairytales
enduring popularity,is a result of,folklore
beloved stories,embodies,timeless themes
moral lessons,informs,cultural heritage
Snow White,is pursued by,wicked stepmother
folklore,contributes to,cultural significance
European folklore,is a form of,storytelling
creativity,demonstrates,wit
classic tales,illustrates,human experience
seven dwarfs,is opposed by,cannibalistic witch
retelling,is a part of,moral lessons
creativity,enhances,storytelling
classic tales,provides,insights
Italian traditions,nurtures,creativity
heroic characters,drives,enduring popularity
Italian traditions,influences,human experience
oral traditions,facilitates,connection
enduring popularity,enhances,magical elements
human experience,shapes,creativity
oral traditions,inspire,heroic characters
European folklore,influenced by,Charles Perrault
magical elements,provide,insights
cultural myths,shapes,history
folklore,enriches,enchanting stories
Brothers Grimm,collected by,woods
cultural myths,reflect,timeless themes
triumph,achieved through,wit
love,informs,history
moral lessons,offer,insights
