id,label
adaptation,adaptation
adaptation needs,adaptation needs
adaptation practices,adaptation practices
adaptation strategies,adaptation strategies
agricultural challenges,agricultural challenges
agricultural practices,agricultural practices
agricultural resilience,agricultural resilience
agricultural responses,agricultural responses
agricultural sustainability,agricultural sustainability
agriculture,agriculture
agroecology,agroecology
agroforestry,agroforestry
biodiversity protection,biodiversity protection
challenges,challenges
changing seasons,changing seasons
changing water availability,changing water availability
climate adaptation,climate adaptation
climate change,climate change
climate resilience,climate resilience
climate risks,climate risks
crop production,crop production
crop rotation,crop rotation
crop yields,crop yields
drought-resistant crops,drought-resistant crops
efficient irrigation,efficient irrigation
environmental co-benefits,environmental co-benefits
environmental health,environmental health
evaporation rates,evaporation rates
extreme weather,extreme weather
food production,food production
food security,food security
food shortages,food shortages
food systems,food systems
future sustainability,future sustainability
global agriculture,global agriculture
global challenges,global challenges
greenhouse gas reduction,greenhouse gas reduction
human health,human health
impacts,impacts
innovation,innovation
livelihoods,livelihoods
mitigation,mitigation
opportunities,opportunities
organic farming,organic farming
pests and diseases,pests and diseases
precipitation patterns,precipitation patterns
precision agriculture,precision agriculture
price spikes,price spikes
rainwater harvesting,rainwater harvesting
research investment,research investment
resilience,resilience
soil health,soil health
supply chains,supply chains
sustainable farming,sustainable farming
sustainable practices,sustainable practices
sustainable water management,sustainable water management
technology,technology
temperature rise,temperature rise
water availability,water availability
water resources,water resources
water scarcity,water scarcity
weather patterns,weather patterns
