source,relation,target
assertiveness,enhances,meaningful interactions
facial expressions,enhances,communication
leaning in,establishes,rapport
gestures,informs,cultural cues
cultural cues,informs,social interactions
mirroring gestures,influences,social interactions
rapport,enhances,meaningful interactions
eye contact,facilitates,conflict resolution
facial expressions,conveys,emotions
rapport,supports,conflict resolution
gestures,improves,effectiveness
cultural cues,informs,posture
assertiveness,enhances,social interactions
connections,supports,effectiveness
gestures,informs,proxemics
body language,enhances,clarity
cultural cues,informs,nonverbal cues
social interactions,enhances,engagement
mirroring gestures,signals,attraction
leaning in,facilitates,communication
confidence,indicates,subtle cues
discomfort,indicates,subtle cues
body language,comprises,posture
rapport,enhances,confidence
discomfort,creates discomfort for,rapport
proxemics,influences smiling,smiling
nonverbal cues,is expressed through,body language
insecurity,is affected by insecurity in,connections
engagement,is influenced by,emotions
posture,enhances understanding of,understanding
meaningful interactions,fosters intimacy in,intimacy
subtle cues,builds rapport through,rapport
attraction,signals attraction through,facial expressions
conflict resolution,facilitates conflict resolution via,nodding
nonverbal cues,enhances understanding of,understanding
intimacy,is expressed through,communication
gestures,is conveyed through,communication
cultural cues,is indicated by defensiveness in,defensiveness
mirroring gestures,is enhanced by,eye contact
conflict resolution,is supported by,proxemics
mirroring gestures,strengthens relationships through,relationships
subtle cues,enhances,clarity
body language,indicates,disinterest
authority,projects,assertiveness
intimacy,signals,effectiveness
leaning in,affects,posture
rapport,enhances,clarity
intimacy,signals,signals
leaning in,influences,dynamics
understanding,impedes,disinterest
defensiveness,indicates,subtle cues
leaning in,affects,social interactions
signals,conveys,relationships
cultural cues,is influenced by cultural cues in,understanding
body language,expresses,defensiveness
confidence,indicates,clarity
discomfort,signals,clarity
nonverbal cues,demonstrates,assertiveness
posture,informs,proxemics
facial expressions,signals,eye contact
mirroring gestures,establishes,rapport
meaningful interactions,enhances meaningful interactions through,emotions
relationships,influences,facial expressions
engagement,indicates,attraction
nodding,affects,dynamics
confidence,indicates,facial expressions
nodding,indicates,subtle cues
conflict resolution,improves communication in,communication
dynamics,informs,proxemics
attraction,signals,relationships
disinterest,reflects,authority
connections,influences,emotions
confidence,indicates,smiling
gestures,represents,nonverbal cues
gestures,affects,dynamics
assertiveness,reflects,disinterest
gestures,influences,social interactions
nonverbal cues,facilitates conflict resolution through,conflict resolution
eye contact,indicates,nodding
smiling,signals,attraction
posture,conveys,authority
