source,relation,target
chess,precursor to,Zhou Dynasty
popular board game,has,rich history
popular board game,engages in,rich history
Xiangqi,requires,strategic skill
mass production,benefits from,players
players,inspired by,mass production
Chaturanga,influenced by,Royal Game of Ur
Royal Game of Ur,supports,Chaturanga
game of chance,represents,Go
skill and luck,features,Monopoly
skill and luck,enhances,Monopoly
Go,exhibits,unique gameplay
commoners,associated with,journey of the soul
Senet,is represented by,beloved pastime
Senet,influenced by,beloved pastime
digital age,drives,religious significance
Checkers,is played by,game of chance
Xiangqi,has,history
Xiangqi,involves,history
vibrant community,provides,Sumerians
printing technology,enabled by,Industrial Revolution
Industrial Revolution,symbolizes,printing technology
strategy,nurtures,tabletop gaming
board games,undergoes,game evolution
strategy,is characterized by,Backgammon
chess,is a variant of,game of chance
Senet,is a variant of,game of chance
popular board game,is a variant of,Monopoly
Senet,is a variant of,fun
appeal,influences,Monopoly
Chaturanga,inspired,medieval period
strategic thinking,enhances,Scrabble
game of chance,contains,royal tombs
unique gameplay,features,royal tombs
Sumerians,played by,Zhou Dynasty
nobility,benefits from,accessibility
vibrant community,promotes,community engagement
Sumerians,played by,Royal Game of Ur
printing technology,enhances,appeal
medieval period,preceded,Industrial Revolution
social interaction,involves,Backgammon
Industrial Revolution,influenced by,Backgammon
Royal Game of Ur,associated with,leisure activities
ancient games,evolved into,modern chess
modern chess,descended from,ancient games
mass production,driven by,innovation
engagement,fostered by,vibrant community
throwing sticks,used in,Senet
Go,influenced by,Chaturanga
printing technology,enhances,unique gameplay
afterlife,represents,religious significance
vibrant community,demonstrates,strategic skill
chess,played by,nobility
Industrial Revolution,influenced,modern enthusiasts
game evolution,led to,modern chess
vibrant community,enjoyed by,fun
board games,is considered a,beloved pastime
social interaction,facilitates,engagement
leisure activities,includes,game history
modern adaptations,inspired by,popular board game
Checkers,promotes,community engagement
Industrial Revolution,enabled by,grid of squares
grid of squares,associated with,fun
elite status,associated with,Sumerians
commoners,is part of,vibrant community
education,is associated with,Scrabble
modern enthusiasts,attracted by,digital age
Royal Game of Ur,features a,distinctive layout
board games,is linked to,education
game history,documented in,commoners
unique movements,represents,innovation
Clue,provides,entertainment
Checkers,inspired by,modern adaptations
game significance,indicates,distinctive layout
entertainment,provides,grid of squares
rich history,documents,game history
strategic thinking,drives,innovation
Chaturanga,is a form of,entertainment
modern enthusiasts,enhanced by,calculation
digital age,shapes,competition
Sumerians,engages,community engagement
chess,influenced by,modern adaptations
Senet,influenced by,modern adaptations
modern enthusiasts,enhances,strategic thinking
strategic skill,utilized in,calculation
beloved pastime,reflects,social dynamics
tabletop gaming,involves,territory control
appeal,fosters,community engagement
Backgammon,involves,territory control
engagement,reflects,social dynamics
religious significance,associated with,game of chance
history,developed by,Sumerians
mass production,enabled by,board games
ancient Egyptian game,associated with,afterlife
engagement,influences,modern adaptations
Xiangqi,influenced by,game history
engagement,promotes,community engagement
unique movements,features on,8x8 grid
entertainment,represents,game significance
journey of the soul,represents,Senet
modern adaptations,adapted by,game of chance
modern enthusiasts,attracts,afterlife
unique movements,drives,game evolution
Clue,inspired by,competition
tabletop gaming,contributes to,game evolution
game evolution,enhances,accessibility
Go,is characterized by,distinctive layout
Backgammon,influences,game evolution
Sumerians,used in,throwing sticks
Chinese Chess,influenced by,modern enthusiasts
fun,drives,modern adaptations
beloved pastime,highlights,modern enthusiasts
appeal,enhances,elite status
fun,fosters,community engagement
commoners,shapes,modern adaptations
