id,label
Fortnite,Fortnite
accessibility,accessibility
advancements,advancements
arenas,arenas
audiences,audiences
augmented reality,augmented reality
broadcasting,broadcasting
career options,career options
community,community
companies,companies
competitions,competitions
competitive gaming,competitive gaming
content creation,content creation
developers,developers
dynamic space,dynamic space
endorsements,endorsements
engagement,engagement
entertainment landscape,entertainment landscape
esports,esports
events,events
exploration,exploration
fans,fans
future prospects,future prospects
gaming industry,gaming industry
gaming leagues,gaming leagues
gaming technology,gaming technology
global phenomenon,global phenomenon
high-speed internet,high-speed internet
immersive experiences,immersive experiences
impact,impact
industry growth,industry growth
interactive gaming,interactive gaming
mainstream acceptance,mainstream acceptance
monetization,monetization
opportunities,opportunities
organization,organization
participation,participation
personal brands,personal brands
players,players
prize pools,prize pools
professionalism,professionalism
publishers,publishers
revenue,revenue
shift,shift
social media,social media
sponsorships,sponsorships
sports networks,sports networks
streaming platforms,streaming platforms
success,success
support,support
teams,teams
tournaments,tournaments
transformation,transformation
viewers,viewers
virtual reality,virtual reality
