id,label
20th century,20th century
Claude Garamond,Claude Garamond
Giambattista Bodoni,Giambattista Bodoni
Industrial Revolution,Industrial Revolution
Jan Tschichold,Jan Tschichold
Johannes Gutenberg,Johannes Gutenberg
Neville Brody,Neville Brody
Paul Rand,Paul Rand
Renaissance period,Renaissance period
accessible information,accessible information
advancements,advancements
advertisements,advertisements
aesthetics,aesthetics
ancient civilizations,ancient civilizations
appealing design,appealing design
art form,art form
branding,branding
communication,communication
convey messages,convey messages
creativity,creativity
crucial role,crucial role
design discipline,design discipline
designers,designers
digital technology,digital technology
endless possibilities,endless possibilities
engaging experiences,engaging experiences
evoke emotions,evoke emotions
evolution,evolution
experimentation,experimentation
fonts,fonts
functionality,functionality
graphic design,graphic design
history,history
iconic typefaces,iconic typefaces
information accessibility,information accessibility
information consumption,information consumption
innovation,innovation
interaction,interaction
layouts,layouts
magazines,magazines
manipulation,manipulation
marketing,marketing
mass production,mass production
modern applications,modern applications
newspapers,newspapers
origins,origins
printed materials,printed materials
printing press,printing press
printing techniques,printing techniques
printing technologies,printing technologies
rapid innovation,rapid innovation
readability,readability
shaping communication,shaping communication
sizes,sizes
sophisticated design,sophisticated design
standardized typefaces,standardized typefaces
timeless art,timeless art
traditional boundaries,traditional boundaries
type arrangement,type arrangement
type design,type design
typography,typography
unique identities,unique identities
unique style,unique style
user-friendly experiences,user-friendly experiences
visual communication,visual communication
visual identity,visual identity
visually appealing,visually appealing
writing systems,writing systems
written language,written language
