source,relation,target
history,influenced by,swashbuckling adventures
origins,associated with,rebels
pirates,targeted by,naval patrols
Sea Peoples,preyed upon by,decline
folklore,inspired by,Spanish Empire
pirate life,challenged by,established order
Spanish Empire,associated with,decline
heroes,coveted by,treasure
raids,targeted by,naval patrols
imperialism,opposed by,swashbuckling adventures
pirate life,depicted in,television shows
swashbuckling adventures,described as,lawless
pirates,symbolizes,freedom
imperialism,exploited by,Caribbean
oppressive forces,fought against by,high seas
common people,viewed as,pirates
strongholds,affected by,decline
anti-piracy laws,enforced by,ancient times
movies,portrayed in,Blackbeard
oppressive forces,challenged by,movies
pirate life,influenced by,swashbuckling adventures
books,celebrated in,defiance
naval patrols,monitored by,Captain Kidd
strongholds,associated with,defiance
anti-piracy laws,enforced by,Golden Age
buccaneers,depicted in,folklore
books,influenced by,maritime trade
pirates,celebrated in,folklore
Mediterranean,associated with,treasure
freedom,restricted by,decline
pirate life,governed by,division of spoils
imperialism,challenged by,colonialism
imperialism,explored in,books
history,reflected in,popular culture
established order,upheld by,decline
legacy,challenges,established order
common people,opposes,oppressive forces
Sea Peoples,influenced by,Captain Kidd
legacy,traced back to,ancient times
movies,depicts,adventure
defiance,symbolizes,heroes
Caribbean,associated with,treasure
Mediterranean,influenced by,rebels
movies,reflects,common people
imperialism,attacks,European ships
maritime trade,inspired by,heroes
Calico Jack,represents,rebels
television shows,shapes,popular culture
power vacuum,linked to,treasure
defiance,defied by,oppressive forces
movies,depicts,Golden Age
strongholds,established by,Captain Kidd
buccaneers,influences,popular culture
anti-piracy laws,restricted by,rebels
pirates,influences,popular culture
books,features,pirates
European ships,depicts,adventure
television shows,illustrates,code of conduct
pirates,associated with,strongholds
common people,affects,European ships
Blackbeard,embodies,adventure
Captain Kidd,represents,freedom
raids,targeted by,strongholds
Blackbeard,admired by,common people
legacy,influences,swashbuckling adventures
Captain Kidd,embodies,pirate life
crew decisions,influences,adventure
adventure,shaped by,crew decisions
legendary figures,opposes,colonialism
crew decisions,reflects,maritime culture
rebels,influences,crew treatment
Blackbeard,characterizes,Golden Age
code of conduct,governed by,swashbuckling adventures
crew treatment,embodies,defiance
Captain Kidd,inspired by,folklore
swashbuckling adventures,influences,crew treatment
rebellion,challenges,oppressive forces
raids,initiated by,origins
treasure,sought after by,Sea Peoples
treasure hunting,represents,freedom
identity,defines,pirate life
treasure,coveted by,Barbary pirates
legendary figures,attacks,European ships
treasure hunting,challenges,established order
community,governs,ship governance
history,influenced by,European ships
movies,depicts,pirate life
power vacuum,affected by,maritime trade
origins,origin of,imperialism
history,documented in,Blackbeard
maritime culture,shapes,pirates
history,represented in,common people
maritime culture,influences,raids
popular culture,shapes,defiance
rebels,associated with,ancient times
treasure hunting,informs,folklore
ancient times,initiates,treasure hunting
imperialism,impacted by,Blackbeard
popular culture,influences,maritime trade
treasure,connected to,imperialism
rebellion,drives,adventure
European ships,influenced by,legacy
books,features,adventure
Golden Age,promotes,treasure hunting
crew decisions,reflects,imperialism
strongholds,influences,maritime culture
European ships,associated with,pirate life
Blackbeard,embodies,pirate life
Caribbean,located in,high seas
legendary figures,declined due to,decline
treasure,associated with,history
legacy,contributes to,Captain Kidd
community,determines,division of spoils
rebellion,leads to,crew formation
books,informs,crew formation
Spanish Empire,challenged by,strongholds
oppressive forces,opposes,colonialism
oppressive forces,linked to,adventure
strongholds,establishes,crew formation
Captain Kidd,enforces,order and discipline
naval patrols,patrols,Caribbean
anti-piracy laws,targets,pirates
oppressive forces,associated with,Mediterranean
movies,depicts,Mediterranean
Sea Peoples,influenced by,maritime trade
colonialism,challenged by,high seas
identity,shapes,popular culture
heroes,associated with,ancient times
anti-piracy laws,restricts,raids
romanticized image,symbolizes,treasure
Calico Jack,associated with,Barbary pirates
Barbary pirates,influences,maritime trade
ship governance,influences,Mediterranean
television shows,depicts,treasure hunting
Golden Age,symbolizes,heroes
identity,represents,legacy
ship governance,influences,colonialism
colonialism,opposed by,naval patrols
Spanish Empire,precedes,origins
identity,governs,code of conduct
freedom,embodies,heroes
swashbuckling adventures,represents,rebels
Barbary pirates,conducted,raids
defiance,symbolizes,decline
Caribbean,encompasses,history
maritime trade,influences,folklore
origins,influenced by,Caribbean
maritime trade,affects,decline
legacy,represents,high seas
order and discipline,governs,pirate life
oppressive forces,opposes,imperialism
strict code,contrasts with,lawless
popular culture,influences,lawless
maritime trade,influences,legacy
Sea Peoples,inspires,adventure
anti-piracy laws,challenges,established order
freedom,restricts,strict code
Calico Jack,embodies,pirate life
folklore,informs,order and discipline
Mediterranean,represents,heroes
raids,depicts,television shows
European ships,attacked by,strongholds
origins,documented in,books
colonialism,challenges,heroes
rebels,includes,Barbary pirates
Calico Jack,inspired by,folklore
buccaneers,are a type of,pirates
buccaneers,conducted by,raids
swashbuckling adventures,depicts,raids
imperialism,inspired by,adventure
Mediterranean,influences,colonialism
adventure,is a theme in,Mediterranean
ancient times,is associated with,Sea Peoples
treasure,sought by,Spanish Empire
Spanish Empire,is a period of,ancient times
decline,contributed to,Blackbeard
pirates,affected,decline
Blackbeard,symbolizes,rebels
Spanish Empire,declined due to,Golden Age
freedom,represents,Spanish Empire
heroes,portrays,movies
Calico Jack,influenced,popular culture
Golden Age,represents,freedom
Spanish Empire,overthrown by,established order
established order,maintained by,Spanish Empire
Golden Age,contributed to,established order
established order,sustained by,Golden Age
pirates,inspired by,adventure
Blackbeard,viewed as,heroes
folklore,influenced by,ancient times
colonialism,challenged by,popular culture
strict code,ensures,order and discipline
Spanish Empire,influenced by,television shows
rebels,identified as,Sea Peoples
defiance,defied by,Spanish Empire
Captain Kidd,associated with,pirates
maritime trade,supported by,Spanish Empire
Captain Kidd,conducted by,raids
folklore,inspired by,Golden Age
code of conduct,establishes,adventure
television shows,depicted in,origins
anti-piracy laws,targeted by,European ships
Sea Peoples,inspired by,swashbuckling adventures
folklore,associated with,adventure
code of conduct,upheld by,common people
movies,depicted in,high seas
decline,associated with,adventure
Spanish Empire,challenged by,swashbuckling adventures
folklore,reflected in,freedom
legacy,associated with,adventure
freedom,challenged by,established order
legacy,reflected in,common people
rebels,characterized as,lawless
Sea Peoples,operated in,Mediterranean
treasure,sought after for,origins
freedom,depicted in,television shows
movies,featured in,naval patrols
Barbary pirates,operated in,Mediterranean
legacy,influenced by,Golden Age
rebels,symbolizes,freedom
Caribbean,precedes,ancient times
Barbary pirates,opposes,colonialism
Barbary pirates,features,movies
rebels,encompasses,pirate life
books,regulates,division of spoils
popular culture,influences,ancient times
folklore,challenges,established order
swashbuckling adventures,represents,freedom
Caribbean,occurred during,Golden Age
folklore,depicts,television shows
