source,relation,target
pedestrian safety,creates barriers to,connectivity
architectural influence,improves,air quality
sidewalks,is influenced by,stability
connectivity,enhances,urban forests
community engagement,is fostered by,streets
stability,is reflected in,values
innovation,contributes to,community resilience
pedestrian safety,affects,neighborhood layout
architectural influence,enhances,green spaces
tourism impact,is impacted by,social isolation
urban blight,deteriorates,quality of life
climate change,is influenced by,architectural influence
community resilience,is supported by,values
sidewalks,is influenced by,power
streets,creates,barriers
public squares,creates,barriers
local economy,is enhanced by,design quality
innovation,shapes,city layout
design impact,affects,social interaction
design quality,is affected by,climate change
architecture,affects,quality of life
iconic buildings,is enhanced by,community cohesion
architectural influence,is reflected in,priorities
quality of life,affects,iconic buildings
urban blight,is impacted by,experience
crime prevention,promotes,stability
symbolism,is a representation of,streets
economic development,is influenced by,stability
crime prevention,supports,environmental responsibility
stability,is influenced by,urban planning
climate change,is impacted by,local economy
city layout,is shaped by,values
community engagement,is promoted by,openness
environmental responsibility,enhances,community resilience
iconic buildings,is represented by,parks
social equity,influences,values
architecture,enhances,pedestrian safety
pedestrian safety,affects,iconic buildings
crime prevention,supports,economic development
innovation,improves,air quality
social isolation,results in,design quality
urban planning,drives,economic development
parks,reflects,values
barriers,creates,social interaction
social isolation,affects,local economy
city layout,shapes,built environment
community resilience,enhances,quality of life
innovation,drives,values
urban blight,contributes to,connectivity
connectivity,impacts,urban blight
crime prevention,requires,planning
public squares,promotes,community cohesion
tourism impact,facilitates,societal transformation
social isolation,creates,streets
values,shapes,urban spaces
architectural influence,embodies,modernity
community cohesion,supports,economic sustainability
modernity,influences,tourism impact
built environment,is defined by,architectural style
priorities,reflects,openness
city layout,defines,public space
crime prevention,enhances,social equity
parks,boosts,local economy
urban forests,improves,design quality
urban planning,advances,social equity
environmental responsibility,improves,air quality
power,attracts,investment attraction
public space,is influenced by,architectural style
streets,affects,parks
government offices,influences,residential design
architectural influence,enhances,community cohesion
city layout,affects,public buildings
green spaces,supports,community resilience
crime prevention,promotes,schools
social equity,drives,tourism impact
economic development,is driven by,schools
urban planning,affects,schools
crime prevention,encourages,innovation
tourism impact,influences,urban spaces
stability,provides,experience
environmental responsibility,enhances,green spaces
residential design,shapes,architecture
schools,is characterized by,architectural style
museums,represents,symbolism
urban planning,drives,innovation
environmental responsibility,affected by,experience
tourism impact,influences,openness
innovation,is represented by,architectural style
barriers,creates,symbolism
public buildings,is shaped by,architectural style
barriers,creates,innovation
modernity,is enhanced by,sustainable materials
crime prevention,utilizes,sustainable materials
openness,is affected by,social isolation
architectural style,affects,design impact
barriers,creates,libraries
economic development,is influenced by,sustainable materials
planning,facilitates,social interaction
neighborhood layout,influences,urban spaces
urban planning,incorporates,sustainable materials
community resilience,enhances,experience
community engagement,improves,air quality
community engagement,informs,urban planning
public buildings,attracts,investment attraction
community engagement,enhances,green spaces
museums,transforms,societal transformation
