id,label
Blue Origin,Blue Origin
Mars habitats,Mars habitats
SpaceX,SpaceX
Virgin Galactic,Virgin Galactic
accessibility,accessibility
affordable travel,affordable travel
breakthroughs,breakthroughs
carbon footprint,carbon footprint
collaboration,collaboration
convenience,convenience
cost reduction,cost reduction
data gathering,data gathering
eco-friendly technologies,eco-friendly technologies
environmental conservation,environmental conservation
exploration,exploration
future possibilities,future possibilities
growth potential,growth potential
infrastructure development,infrastructure development
innovation,innovation
innovative experiences,innovative experiences
interest surge,interest surge
leisure travel,leisure travel
longer stays,longer stays
new discoveries,new discoveries
opportunities,opportunities
passenger transport,passenger transport
private companies,private companies
recreational activities,recreational activities
reusable rockets,reusable rockets
scientific research,scientific research
space experiences,space experiences
space habitats,space habitats
space hotels,space hotels
space tourism,space tourism
space transportation technology,space transportation technology
spacecraft advancements,spacecraft advancements
sustainability,sustainability
sustainable travel,sustainable travel
technological advancements,technological advancements
travel adventures,travel adventures
unique challenges,unique challenges
