id,label
academic growth,academic growth
access to resources,access to resources
beacons of knowledge,beacons of knowledge
book clubs,book clubs
collective memory,collective memory
community connection,community connection
community engagement,community engagement
community events,community events
community hubs,community hubs
community services,community services
community support,community support
critical thinking,critical thinking
cultural enrichment,cultural enrichment
cultural heritage,cultural heritage
cultural identity,cultural identity
democracy,democracy
democratic discourse,democratic discourse
digital collections,digital collections
digital divide,digital divide
digital literacy,digital literacy
digital resources,digital resources
diverse viewpoints,diverse viewpoints
educational programs,educational programs
educational support,educational support
electronic databases,electronic databases
empowerment,empowerment
engagement activities,engagement activities
enhancing knowledge,enhancing knowledge
exploration,exploration
exploration opportunities,exploration opportunities
heritage preservation,heritage preservation
ideas,ideas
individual potential,individual potential
information access,information access
information literacy,information literacy
informed citizenship,informed citizenship
intellectual freedom,intellectual freedom
internet services,internet services
knowledge repositories,knowledge repositories
knowledge sharing,knowledge sharing
learning support,learning support
libraries,libraries
lifelong learning,lifelong learning
literacy promotion,literacy promotion
online resources,online resources
patron needs,patron needs
personal growth,personal growth
physical resources,physical resources
programs and exhibitions,programs and exhibitions
relationship building,relationship building
resource diversity,resource diversity
social fabric,social fabric
social gatherings,social gatherings
societal advancement,societal advancement
societal contribution,societal contribution
technology access,technology access
varied interests,varied interests
workshops,workshops
