id,label
Euclidean geometry,Euclidean geometry
accuracy,accuracy
adaptable designs,adaptable designs
advancements,advancements
algorithms,algorithms
angles,angles
architecture,architecture
art,art
artificial intelligence,artificial intelligence
balance,balance
beauty of mathematics,beauty of mathematics
calculations,calculations
computational origami,computational origami
computer science,computer science
creations,creations
deployable solar panels,deployable solar panels
dimensions,dimensions
edges,edges
engineering,engineering
exploration,exploration
folded structure,folded structure
folding patterns,folding patterns
folds,folds
forms,forms
geometric concepts,geometric concepts
geometric principles,geometric principles
graph theory,graph theory
innovative structures,innovative structures
integrity,integrity
intricate designs,intricate designs
manipulation,manipulation
material science,material science
mathematical concepts,mathematical concepts
mathematics,mathematics
medical devices,medical devices
multidisciplinary field,multidisciplinary field
origami,origami
origami artists,origami artists
paper folding,paper folding
precision,precision
proportion,proportion
ratio,ratio
repetitions,repetitions
robotics,robotics
scaling,scaling
science,science
shapes,shapes
software programs,software programs
stability,stability
structural soundness,structural soundness
symmetrical designs,symmetrical designs
symmetry,symmetry
technology,technology
three-dimensional structures,three-dimensional structures
transformation,transformation
vertices,vertices
visual appeal,visual appeal
