source,relation,target
understanding,enhances,survival
Earth's history,informs,interconnectedness
insights,provides,understanding
physical features,attracts,allure
creativity,inspires,dinosaurs
understanding,stimulates,curiosity
ecosystem,shapes,evolutionary traits
appeal,increases,extinction
extinction theories,explain,survival
catastrophic end,explains,insights
dinosaurs,fuels,debate
lessons,informs,evolutionary traits
environmental change,studied by,paleontology
presence,informs,behavior
ancient Earth,enhances,understanding
living things,interconnected with,ancient world
extinction theories,influences,diet
paleontology,studied by,ecosystem
humbling,evokes,size
extinction theories,explains,ancient Earth
curiosity,inspires,creativity
processes,informs,diet
interconnectedness,enhances,creativity
fragility of life,highlights,creatures
mystery,involves,creatures
living things,informs,scientific inquiry
ancient Earth,shapes,processes
fascination,drives,living things
creativity,enhances,behavior
resilience,informs,processes
size,represents,prehistoric giants
asteroid impact,caused,catastrophic end
impact,affected by,landscapes
ancient past,provides,insights
humbling,evokes,forests
scientific inquiry,highlights,fragility of life
impact,influences,fascination
ancient world,sparks,debate
fragility of life,reveals,landscapes
fragility of life,exemplifies,fascination
imagination,stimulates,creativity
creativity,is inspired by,imagination
ancient world,represents,survival
insights,provides,history
history,is informed by,insights
survival,influences,evolutionary traits
evolutionary traits,is determined by,survival
study,drives,scientific inquiry
scientific inquiry,is supported by,study
popular culture,fuels,imagination
imagination,is influenced by,popular culture
lessons,teaches,humbling
curiosity,promotes,study
study,is driven by,curiosity
prehistoric giants,includes,ancient world
significance,is,intriguing
impact,results in,significance
fragility of life,illustrates,significance
popular culture,teaches,lessons
behavior,informs,study
paleontology,informs,survival
ancient world,explores,extinction theories
scientific discovery,leads to,humbling
significance,indicates,environmental change
adaptations,supports,habitat
habitat,provides environment for,adaptations
ocean,influences,ancient past
dinosaurs,led to,catastrophic end
catastrophic end,was caused by,dinosaurs
behavior,influences,insights
insights,is shaped by,behavior
resilience,demonstrates,evolutionary traits
natural world,defines,Mesozoic era
Mesozoic era,is a period of,natural world
behavior,drives,curiosity
forests,explains,extinction theories
scientific discovery,contributes to,popular culture
ocean,contributes to,allure
allure,is enhanced by,ocean
blockbuster movies,features,creatures
landscapes,features,prehistoric giants
prehistoric giants,is represented in,landscapes
extinction,offers,lessons
exploration,examines,extinction theories
study,informs,insights
diversity,is represented by,prehistoric giants
prehistoric giants,is characterized by,diversity
intriguing,reveals,history
volcanoes,shapes,ancient world
Earth's history,shapes,history
history,is informed by,Earth's history
insights,provides,Mesozoic era
curiosity,is inspired by,blockbuster movies
blockbuster movies,is influenced by,curiosity
dinosaurs,evokes,humbling
presence,is represented by,blockbuster movies
blockbuster movies,is depicted in,presence
events,explains,extinction theories
insights,is driven by,curiosity
curiosity,is informed by,insights
interconnectedness,highlights,humbling
questions,raises,living things
living things,is addressed by,questions
ancient past,shapes,landscapes
landscapes,is influenced by,ancient past
volcanoes,shapes,landscapes
volcanoes,influences,ancient past
ancient past,is shaped by,volcanoes
extinction,informs,ancient past
scientific discovery,contributes to,history
volcanoes,leads to,extinction
extinction,is a result of,volcanoes
dinosaurs,features in,popular culture
curiosity,stimulates,ecosystem
ecosystem,is inspired by,curiosity
scientific discovery,advances,extinction
habitat,supports,natural world
curiosity,drives,appeal
adaptations,exemplifies,carnivorous dinosaurs
study,is a field of,paleontology
adaptations,influences,environmental change
physical features,sparks,imagination
extinction,drives,scientific inquiry
diet,provides,insights
study,study of,asteroid impact
fragility of life,affects,impact
fascination,evokes,presence
environmental change,affects,carnivorous dinosaurs
ancient world,shaped by,events
volcanoes,influences,environmental change
dinosaurs,existed during,Mesozoic era
creativity,inspired by,ancient world
evolutionary traits,resulted from,extinction
wonder,evokes,presence
natural world,influenced by,environmental change
impact,affected by,presence
volcanoes,teaches,lessons
processes,shaped by,history
impact,influences,speculation
fragility of life,affected by,presence
asteroid impact,related to,mystery
living things,comprises,natural world
creativity,inspired by,forests
history,shaped by,creatures
impact,influences,environmental change
ecosystem,supports,carnivorous dinosaurs
fragility of life,affects,environmental change
mystery,related to,volcanoes
environmental stewardship,involves,volcanoes
ancient Earth,shaped by,habitat
natural world,comprises,ecosystem
landscapes,influences,survival
allure,attracts,ancient world
extinction,results in,survival
volcanoes,leads to,scientific discovery
debate,sparks,impact
processes,informs,ceratopsians
humbling,evokes,speculation
ecosystem,affects,impact
history,shapes,landscapes
allure,contributes to,forests
scientific inquiry,inspires,creativity
behavior,stimulates,imagination
fragility of life,highlights,ecosystem
natural world,challenges,power
extinction,informs,paleontology
creativity,fuels,landscapes
fascination,drives,creativity
habitat,sparks,diversity
impact,influences,insights
history,relates to,humbling
history,connects to,wonder
speculation,provokes,debate
intriguing,is perceived as,power
resilience,embodies,power
creativity,fuels,wonder
unique characteristics,influences,living things
speculation,raises,survival
ancient past,represents,dinosaurs
environmental stewardship,enhances,diversity
Mesozoic era,reflects,fragility of life
volcanoes,inhabited,dinosaurs
symbols of strength,represents,ancient world
environmental change,sparks,debate
diet,informs,extinction
lessons,highlights,fragility of life
interconnectedness,illustrates,ancient past
interconnectedness,demonstrates,volcanoes
natural world,symbolizes,symbols of strength
catastrophic end,marks,habitat
popular culture,influences,size
blockbuster movies,enhances,allure
lessons,contributes to,allure
landscapes,shapes,ancient Earth
intriguing,is perceived as,symbols of strength
resilience,embodies,symbols of strength
extinction,resulted in,ancient Earth
ancient world,provides,insights
symbols of strength,contrasts with,fragility of life
curiosity,inspires,creatures
significance,shapes,history
history,influences,debate
extinction,contrasts with,resilience
significance,inspires,creativity
interconnectedness,connects,creatures
insights,provides,forests
volcanoes,drives,scientific inquiry
Earth's history,shapes,ocean
natural world,affects,ocean
adaptations,exemplifies,evolutionary traits
climate change,influences,paleontology
mystery,raises,power
allure,drives,scientific discovery
exploration,yields,insights
exploration,sparks,curiosity
events,leads to,study
humbling,elicits,unique characteristics
behavior,describes,creatures
exploration,is explored by,ocean
imagination,fuels,ocean
symbols of strength,teaches,lessons
intriguing,sparks,ocean
resilience,demonstrates,ocean
natural world,includes,creatures
paleontology,is studied by,understanding
intriguing,provokes,living things
