id,label
accomplishment,accomplishment
achievement,achievement
adventure,adventure
authenticity,authenticity
celebrate artists,celebrate artists
closure,closure
cohesive collection,cohesive collection
collecting experience,collecting experience
collection value,collection value
collector's journey,collector's journey
common behavior,common behavior
community engagement,community engagement
complexity of collecting,complexity of collecting
connection to past,connection to past
craftsmanship,craftsmanship
desire for control,desire for control
emotional connections,emotional connections
emotional fulfillment,emotional fulfillment
excitement,excitement
exploration,exploration
financial security,financial security
fulfillment,fulfillment
historical perspectives,historical perspectives
history,history
hobbies,hobbies
human nature,human nature
identity,identity
important moments,important moments
individuality,individuality
interests,interests
joy,joy
like-minded individuals,like-minded individuals
long-term investment,long-term investment
market trends,market trends
milestone,milestone
motivation,motivation
motivations,motivations
need for completion,need for completion
nostalgia,nostalgia
organizing collections,organizing collections
passions,passions
personal fulfillment,personal fulfillment
personal growth,personal growth
personality,personality
predictability,predictability
preservation methods,preservation methods
pride,pride
psychological perspective,psychological perspective
psychological reasons,psychological reasons
purpose,purpose
pursuit of novelty,pursuit of novelty
rare collectibles,rare collectibles
reflection of self,reflection of self
rewarding experience,rewarding experience
satisfaction,satisfaction
self-esteem,self-esteem
self-expression,self-expression
sense of order,sense of order
sense of purpose,sense of purpose
shared experiences,shared experiences
sharing experiences,sharing experiences
stability,stability
stimulating activity,stimulating activity
tangible reminders,tangible reminders
thrill of discovery,thrill of discovery
underlying motivations,underlying motivations
unique items,unique items
unity,unity
values,values
wholeness,wholeness
