id,label
19th century,19th century
20th century,20th century
Baroque period,Baroque period
Calling of Saint Matthew,Calling of Saint Matthew
Caravaggio,Caravaggio
Creation of Adam,Creation of Adam
Cubism,Cubism
Impressionists,Impressionists
Kahlo,Kahlo
Last Judgment,Last Judgment
Les Demoiselles d'Avignon,Les Demoiselles d'Avignon
Michelangelo,Michelangelo
Mona Lisa,Mona Lisa
Monet,Monet
Pablo Picasso,Pablo Picasso
Renaissance,Renaissance
Sistine Chapel,Sistine Chapel
Van Gogh,Van Gogh
abstract art,abstract art
academic traditions,academic traditions
anatomy,anatomy
art history,art history
art movement,art movement
art movements,art movements
artistic boundaries,artistic boundaries
artistic evolution,artistic evolution
artistic expression,artistic expression
artistic legacy,artistic legacy
artistic techniques,artistic techniques
atmosphere,atmosphere
attention to detail,attention to detail
awe,awe
contrast,contrast
creativity,creativity
da Vinci,da Vinci
dark,dark
deep emotions,deep emotions
drama,drama
dramatic light,dramatic light
dynamic compositions,dynamic compositions
emotional charge,emotional charge
emotional depth,emotional depth
enigmatic smile,enigmatic smile
exploration,exploration
frescoes,frescoes
groundbreaking,groundbreaking
influence,influence
influential artists,influential artists
innovation,innovation
inspiration,inspiration
intense realism,intense realism
intensity,intensity
inventor,inventor
landscapes,landscapes
lasting impact,lasting impact
lifelike figures,lifelike figures
light,light
loose brushwork,loose brushwork
masterpieces,masterpieces
modern art,modern art
movement,movement
multiple viewpoints,multiple viewpoints
perspective,perspective
provocation,provocation
recognizable paintings,recognizable paintings
representation,representation
scientist,scientist
self-portraits,self-portraits
shadow,shadow
technical skill,technical skill
traditional notions,traditional notions
unique vision,unique vision
vibrant colors,vibrant colors
wonder,wonder
