id,label
absurdities,absurdities
alternative perspectives,alternative perspectives
awareness,awareness
balancing act,balancing act
breaking barriers,breaking barriers
camaraderie,camaraderie
change,change
comedians,comedians
comedy,comedy
community,community
complexity,complexity
controversial topics,controversial topics
coping mechanism,coping mechanism
cultural significance,cultural significance
diversity,diversity
entertainment,entertainment
ethical humor,ethical humor
health benefits,health benefits
humor,humor
humor power,humor power
impact,impact
impactful words,impactful words
injustices,injustices
joy,joy
laughter,laughter
navigating boundaries,navigating boundaries
parody,parody
positive change,positive change
promoting unity,promoting unity
responsibility,responsibility
satire,satire
shared experience,shared experience
social commentary,social commentary
social criticism,social criticism
society,society
stereotypes,stereotypes
stress relief,stress relief
taboo subjects,taboo subjects
thoughtful comedy,thoughtful comedy
unity,unity
uplifting spirits,uplifting spirits
