source,relation,target
multi-tool,facilitates,preparation
proper nutrition,supports,multi-tool
flashlight,illuminates,multi-tool
knowledge,enhances,communication system
batteries,powers,first aid
batteries,powers,escape plan
proper nutrition,defines,roles and responsibilities
safe location,provides,proper nutrition
first aid,informs,quick decisions
adequate rest,informs,roles and responsibilities
health maintenance,enhances,survival strategies
preparation,enhances,positive mindset
crisis management,improves,emergency readiness
crisis planning,supports,water supply
weapons preparedness,informs,knowledge
safety prioritization,depends on,health maintenance
non-perishable food,supports,communication system
medical kit,complements,water supply
risk avoidance,facilitates,crisis planning
proper nutrition,enhances,preparedness strategy
knowledge,provides,clean water
survival kit,demonstrates,resourcefulness
crisis planning,informs,crisis management
food storage,supports,escape plan
resource management,enables,coordination
multi-tool,includes,survival kit
knowledge,enhances,physical fitness
survival strategies,requires,quick decisions
adequate rest,supports,proper nutrition
survival mindset,supports,communication system
flashlight,informs,zombie characteristics
trustworthy individuals,helps to,avoid confrontations
danger awareness,enhances,coordination
essential items,facilitates,resource management
survival kit,provides,safety measures
positive mindset,supports,physical fitness
roles and responsibilities,involves,stockpiling essentials
proper nutrition,enhances,mental resilience
preparation,enhances,crisis management
preparation,includes,non-perishable food
stress management,is essential for,preparation
stockpiling essentials,supports,communication system
flashlight,informs,knowledge
batteries,is related to,risk avoidance
zombie characteristics,informs,quick decisions
essential items,demonstrates,resourcefulness
multi-tool,aids,coping mechanisms
preparation,establishes,safe location
roles and responsibilities,involves,risk avoidance
stockpiling essentials,is crucial for,outbreak response
adaptability,enhances,stockpiling essentials
survival mindset,promotes,teamwork
danger awareness,informs,food storage
coping mechanisms,supports,emotional well-being
resource management,facilitates,survival supplies
first aid,defines,roles and responsibilities
first aid,supports,outbreak response
stockpiling essentials,enhances,teamwork
essential items,contributes to,health maintenance
first aid,is critical for,safety prioritization
weapons preparedness,facilitates,coordination
escape plan,defines,roles and responsibilities
safety prioritization,defines,roles and responsibilities
preparation,enables,learning new skills
escape plan,is linked to,safety prioritization
essential items,is part of,multi-tool
clean water,provides,non-perishable food
safe location,provides,mental resilience
coping mechanisms,enhances,communication system
survival kit,includes,roles and responsibilities
survival kit,includes,safe location
first aid,requires,headshots
multi-tool,facilitates,escape plan
communication system,enables,quick decisions
trustworthy individuals,seeks shelter in,safe location
safe location,provides safety for,trustworthy individuals
weapons preparedness,supports,resource management
survival kit,enhances,survival mindset
danger awareness,informs,trustworthy individuals
food storage,facilitates,communication system
proper nutrition,contributes to,crisis planning
essential items,promotes,learning new skills
essential items,is part of,preparedness strategy
crisis planning,supports,emotional well-being
positive mindset,ensures,water supply
safety measures,enhances,knowledge
stress management,includes,coping mechanisms
food storage,informs,outbreak response
medical kit,supports,emotional well-being
resource management,influences,positive mindset
preparation,requires,physical fitness
preparedness strategy,includes,survival supplies
positive mindset,supports,stockpiling essentials
coping mechanisms,enhances,physical fitness
food storage,prioritizes,safety prioritization
coordination,ensures,water supply
essential items,supports,adequate rest
preparedness strategy,ensures,water supply
danger awareness,influences,positive mindset
trustworthy individuals,enhances,learning new skills
essential items,supports,survival mindset
