source,relation,target
maritime lore,informs about,crew members
crew members,is informed by,maritime lore
naval history,involves,search missions
maritime,includes,missing ships
investigations,addresses,unresolved cases
U.S. Navy,shapes,historical events
maritime,is associated with,supernatural forces
maritime,is exemplified by,Flight 19
disappearances,is documented in,naval history
cargo ship,experiences,buoyancy loss
maritime,is located near,Bermuda
USS Cyclops,searches for,search missions
Bermuda Triangle,is characterized by,unexplained phenomena
U.S. Navy,is linked to,unexplained phenomena
Miami,is related to,unresolved cases
missing aircraft,is part of,training flight
USS Cyclops,responds to,rescue operations
maritime lore,utilizes,search missions
North Atlantic Ocean,is explored in,exploration
magnetic anomalies,affects,search missions
maritime,is derived from,maritime lore
investigations,subject of,manganese ore
phenomena,associated with,methane gas
training flight,is documented in,historical events
tragedy,results in,buoyancy loss
North Atlantic Ocean,explains,theories
rescue operations,is impacted by,modern era
crew members,involves,unexplained incidents
Bermuda Triangle,attracts,enthusiasts
rescue operations,is sought by,wreckage
exploration,fuels,intrigue
navigation systems,is essential for,naval history
theories,explains,phenomena
missing ships,is explained by,phenomena
methane gas,influenced by,Flight 19
maritime lore,is discussed in,theories
aviation,is associated with,methane gas
rogue waves,complicates,search missions
magnetic anomalies,supports,theories
maritime lore,is examined in,investigations
methane gas,provides,scientific explanations
incidents,associated with,compass malfunctions
distress call,reported by,missing aircraft
missing aircraft,received by,distress call
magnetic anomalies,investigated by,investigations
Flight 19,vanished during,missing ships
missing ships,associated with,Flight 19
training flight,explains,unexplained phenomena
exploration,involves,training flight
rescue operations,conducted for,missing
captivating secrets,explains,severe weather
unresolved cases,relates to,incidents
enthusiasts,fascinated by,Bermuda
scientific explanations,clarifies,unexplained phenomena
search missions,resulted in,tragedy
Bermuda,associated with,Flight 19
search missions,involves,unexplained incidents
bombers,is represented by,Flight 19
December 1945,occurred during,search and rescue
rogue waves,are explained by,theories
Devil's Triangle,are associated with,incidents
Bermuda,is a source of,intrigue
unexplained disappearances,involves,aviation
concrete evidence,lacks,magnetic anomalies
rogue waves,are part of,investigations
Devil's Triangle,is a mystery of,modern era
Devil's Triangle,is located in,wreckage
search missions,targeted by,missing aircraft
disappearances,is linked to,training flight
rescue operations,associated with,Devil's Triangle
rogue waves,cause,compass malfunctions
Miami,occurred in,unexplained disappearances
missing,is a result of,allure
U.S. Navy,conducts,search and rescue
intrigue,is a subject of,navigation systems
concrete evidence,lacks,Bermuda Triangle
crew members,are part of,enthusiasts
manganese ore,was carrying,USS Cyclops
December 1945,occurred during,unexplained disappearances
unexplained incidents,are investigated by,investigations
unexplained disappearances,are explained by,scientific explanations
North Atlantic Ocean,is located in,wreckage
Puerto Rico,is a subject of,modern era
unexplained incidents,are linked to,compass malfunctions
theories,are related to,methane gas
Bermuda,is a topic of,compass malfunctions
mystery,involves,missing ships
search and rescue,conducted by,unexplained disappearances
unexplained disappearances,resulted from,search and rescue
historical events,associated with,bombers
mystery,influences,supernatural forces
supernatural forces,is affected by,mystery
mystery,involves,Flight 19
Puerto Rico,conducted in,rescue operations
allure,is associated with,Devil's Triangle
extraterrestrial involvement,is linked to,incidents
methane gas,contributes to,unresolved cases
extraterrestrial involvement,is influenced by,search and rescue
theories,is explained by,supernatural forces
phenomena,affects,navigation systems
rescue operations,involved in,manganese ore
investigations,is related to,compass malfunctions
U.S. Navy,conducted by,search missions
theories,is connected to,Bermuda
unexplained disappearances,documented in,naval history
unexplained phenomena,exemplifies,bombers
distress call,related to,missing ships
concrete evidence,lacks,missing aircraft
methane gas,is associated with,supernatural forces
rescue operations,involves,maritime lore
search and rescue,associated with,unresolved cases
missing ships,contributes to,unresolved cases
incidents,involves,rescue operations
rescue operations,involved in,cargo ship
methane gas,is linked to,Bermuda
unexplained disappearances,reveals,captivating secrets
methane gas,is influenced by,extraterrestrial involvement
intrigue,is a source of,search and rescue
December 1945,caused by,severe weather
extraterrestrial involvement,associated with,missing ships
severe weather,explained by,scientific explanations
rescue operations,involves,rogue waves
Flight 19,affected by,compass malfunctions
compass malfunctions,caused compass malfunctions in,Flight 19
training flight,conducted during,search and rescue
unexplained disappearances,are part of,unresolved cases
methane gas,is a potential cause of,modern era
concrete evidence,is sought by,exploration
compass malfunctions,causes,intrigue
March 1918,are linked to,unresolved cases
methane gas,is affected by,rescue operations
unexplained disappearances,fuels,intrigue
rogue waves,are a factor in,missing
Bermuda Triangle,associated with,unexplained disappearances
concrete evidence,is supported by,weather patterns
Devil's Triangle,is associated with,unexplained phenomena
modern era,is a case of,Flight 19
Flight 19,associated with,wreckage
unexplained disappearances,attributed to,supernatural forces
Flight 19,is related to,rescue operations
Bermuda Triangle,is a topic of,aviation
unexplained disappearances,is a phenomenon of,Bermuda
Bermuda Triangle,is located near,Miami
missing ships,crew members of,crew members
magnetic anomalies,explained by,scientific explanations
Devil's Triangle,associated with,rogue waves
magnetic anomalies,present in,North Atlantic Ocean
enthusiasts,interested in,North Atlantic Ocean
navigation systems,causes,compass malfunctions
magnetic anomalies,influences,phenomena
USS Cyclops,involved in,phenomena
disappearances,associated with,North Atlantic Ocean
Bermuda Triangle,associated with,missing aircraft
Bermuda Triangle,explains,scientific explanations
Devil's Triangle,associated with,tragedy
Flight 19,captivates,allure
Bermuda Triangle,conducts,search and rescue
Devil's Triangle,characterizes,unexplained incidents
crew members,involves,unexplained disappearances
theories,explains,compass malfunctions
rogue waves,affects,North Atlantic Ocean
USS Cyclops,fascinates,intrigue
rogue waves,influences,phenomena
search and rescue,results in,disappearances
investigations,investigates,Devil's Triangle
methane gas,affects,compass malfunctions
rescue operations,investigates,unexplained phenomena
unexplained phenomena,caused by,rescue operations
unexplained disappearances,prompted,search missions
search missions,response to,unexplained disappearances
Bermuda Triangle,captures,intrigue
Devil's Triangle,is associated with,intrigue
magnetic anomalies,is located in,Bermuda
compass malfunctions,causes,unexplained disappearances
USS Cyclops,is involved in,methane gas
investigations,investigates,incidents
USS Cyclops,is associated with,distress call
allure,attracts,enthusiasts
U.S. Navy,conducts,training flight
Bermuda,is located near,Bermuda Triangle
Puerto Rico,is associated with,Flight 19
severe weather,complicated,search missions
severe weather,caused by,buoyancy loss
severe weather,influenced by,disappearances
navigation systems,affected by,Devil's Triangle
Flight 19,operated by,U.S. Navy
USS Cyclops,associated with,wreckage
severe weather,investigated by,investigations
