source,relation,target
confusion,influences,public perception
mass media,contributes to,misinformation
hoaxes,shapes,history
Han van Meegeren,seeks,profit
academic rigor,challenges,Han van Meegeren
misinformation,causes,misleading
public fascination,influences,Social Text
Sokal Affair,exposed by,postmodernism
hoaxes,misleads,misleading
truth,undermines,forgery
public imagination,shapes,historical narratives
academic rigor,requires,vigilance
cultural critique,critiques,fake news
Sokal Affair,analyzes,critical analysis
impact on society,influences,mass media
artistic deception,is a form of,authenticity
vigilance,exploits,manipulation
mass hysteria,stimulates,public imagination
transformative hermeneutics,published in,Social Text
artistic deception,is influenced by,intellectual discourse
cultural critique,influences,public imagination
deception,is a result of,public imagination
hoaxes,is related to,postmodernism
postmodernism,misleads,misleading
panic,caused,fiction
misinformation,exposed by,transformative hermeneutics
Sokal Affair,shaped,historical narratives
critical analysis,is analyzed by,confusion
critical analysis,sparks,debate
cultural critique,shapes,history
debate,involves,intellectual discourse
cultural critique,questions,evolutionary theory
Han van Meegeren,is an example of,artistic deception
manipulation,motivates,profit
validity,questioned by,profit
profit,exploited by,truth
public fascination,drives,profit
War of the Worlds,resulted in,panic
fake news,drives,manipulation
transformative hermeneutics,examined in,Sokal Affair
Sokal Affair,challenged by,scientific community
mass media,fuels,public fascination
mythologies,profited from,profit
manipulation,sparks,debate
public fascination,is a form of,misleading
academic rigor,requires,critical thinking
deception,deceives,truth
forgery,misled by,scientific community
skepticism,questions,authenticity
scientific rigor,lacks,forgery
artistic deception,is affected by,vigilance
experts,evaluated by,authenticity
mythologies,debated,debate
mythologies,manipulated by,deception
transformative hermeneutics,generates,profit
history,shaped by,public perception
experts,is informed by,intellectual discourse
mass media,analyzes,hoax analysis
debate,promotes,critical thinking
impact on society,results in,exposure
confusion,creates,transformative hermeneutics
fake news,drives,public fascination
art forgeries,is a form of,artistic deception
War of the Worlds,exploits,manipulation
mass hysteria,creates,transformative narratives
hoaxes,challenges,truth
experts,deceived by,Han van Meegeren
Sokal Affair,is critiqued by,cultural critique
War of the Worlds,inspired by,fiction
Sokal Affair,exposed by,deception
cultural critique,involves,forgery
archaeology,associated with,Cardiff Giant
manipulation,exploited by,truth
history,shaped by,impact on society
Sokal Affair,stimulates,public imagination
transformative hermeneutics,influences,public perception
sculpture,created by,Han van Meegeren
panic,caused by,misleading
vigilance,protects against,hoaxes
critical analysis,drives,public fascination
exposure,reveals,history
Sokal Affair,influenced by,history
intellectual discourse,influences,scientific community
transformative narratives,generates,profit
impact on society,challenges,authenticity
mass media,analyzes,critical analysis
evolutionary theory,questioned by,Sokal Affair
exposure,exposed by,artistic deception
artistic deception,analyzes,critical analysis
transformative narratives,involves,deception
skepticism,caused by,confusion
skepticism,stimulated,debate
forgery,affects,impact on society
transformative narratives,induces,panic
