source,relation,target
clothing,worn by,elite
body preservation,ensures,family
elite practices,involves,mummification process
religious texts,guides,ancient rituals
pharaohs,provides,protection
common practices,includes,rituals
prayers,accompany,items
resources,limits,common practices
elite practices,aids,navigation dangers
spells,includes,afterlife items
afterlife beliefs,reflects,funeral procession
elaborate tombs,requires,care in burial
priest expertise,contributes to,tombs
care in burial,ensures,eternal existence
embalmers,used in,linen bandages
ancient culture,shapes,safe passage
elite practices,influences,safe passage
deceased,demonstrates,reverence for deceased
burial practices,included in,Book of the Dead
tombs,stored in,linen bandages
body preservation,involves,ancient culture
realm of gods,connects to,possessions
eternal existence,facilitates,spiritual journey
ancient Egypt,represents,spiritual journey
amulets,requires,careful orchestration
tombs,houses,comfort items
ancient culture,reflects,grand pyramids
protection,ensures,respect
comfort items,provides,care
priest expertise,involves,possessions
reverence for deceased,demonstrates,food
grand pyramids,influences,funeral customs
safe passage,presents,navigation dangers
tools,aids,body preservation
internal organs,involves,ancient culture
mummification process,associated with,tombs
body preservation,supports,personal belongings
common practices,facilitates,spiritual journey
priest expertise,informs,afterlife beliefs
ancient culture,includes,amulets
Book of the Dead,aids in,navigation dangers
professional mourners,buried with,possessions
tombs,stored in,afterlife items
navigation dangers,associated with,tombs
tools,reflects,common practices
pharaohs,buried with,items
pharaohs,buried with,clothing
care in burial,provides,comfort items
personal belongings,informs,common practices
rituals,accompanied by,jewelry
professional mourners,reflects,afterlife beliefs
family,shapes,ancient culture
elite practices,demonstrates,pyramids
tombs,housed in,possessions
Book of the Dead,guides,care in burial
ancient rituals,utilizes,tools
protection,ensures,burial practices
internal organs,accompanied by,items
honor,reflected in,elaborate tombs
pharaohs,informs,common practices
mummification process,involved in,family
amulets,included in,personal belongings
ancient rituals,facilitates,spiritual journey
tombs,constructed as,grand pyramids
prayers,reflects,common practices
ancient culture,informs,afterlife
elite,demonstrates,reverence for deceased
eternal existence,ensures,elite practices
funeral procession,involves,care in burial
afterlife beliefs,reflects,afterlife items
safe passage,ensured by,pyramids
amulets,included in,prayers
monumental structures,constructed for,pharaohs
food,supports,spiritual journey
body preservation,demonstrates,reverence for deceased
common practices,requires,careful orchestration
ancient rituals,involves,pharaohs
possessions,reflects,afterlife beliefs
pyramids,associated with,navigation dangers
pyramids,included in,Book of the Dead
realm of gods,provides sustenance for,items
funeral customs,influences construction of,elaborate tombs
protection,offers security for,pyramids
protection,includes,afterlife items
realm of gods,serves as a gateway to,monumental structures
spells,composed of,Book of the Dead
grand pyramids,reflects,afterlife beliefs
embalmers,utilizes,spells
spells,is used in,embalmers
pharaohs,ensures,body preservation
linen bandages,utilizes,funeral customs
personal belongings,is involved in,mummification process
protection,facilitates,safe passage
common people,are honored by,afterlife
prayers,guides,afterlife
ancient culture,informs,tombs
rituals,demonstrates,reverence for deceased
protection,is a form of,honor
realm of gods,is sought by,resources
navigation dangers,aids in,personal belongings
navigation dangers,assists in,jewelry
ancient culture,is influenced by,deceased
elite practices,is part of,deceased
burial practices,facilitates,spiritual journey
professional mourners,provides,care in burial
care in burial,involves,rituals
jewelry,is utilized by,priest expertise
priest expertise,is provided by,food
common practices,is reflected in,burial practices
family,is sought by,priest expertise
mummification process,involves,internal organs
realm of gods,is connected to,ancient rituals
mummification process,is performed on,deceased
spiritual journey,demonstrates,reverence for deceased
afterlife items,provides,sustenance
food,requires,careful orchestration
professional mourners,leads,funeral procession
common people,is practiced by,afterlife beliefs
elite practices,is included in,food
protection,ensures,elaborate tombs
grand pyramids,is reflected in,common practices
body preservation,facilitates,spiritual journey
spiritual journey,requires,body preservation
eternal existence,includes,afterlife items
funeral customs,provides,comfort items
elite practices,includes,jewelry
elaborate tombs,reflects,reverence for deceased
family,provided by,comfort items
ancient culture,informs,afterlife beliefs
afterlife beliefs,includes,clothing
funeral procession,demonstrates,reverence for deceased
funeral procession,assisted by,embalmers
care in burial,includes,tools
spells,accompanies,items
comfort items,highlights,importance of honor
personal belongings,includes,possessions
jewelry,includes,afterlife items
resources,required for,elaborate tombs
common practices,involves,pyramids
mummification process,connects to,realm of gods
ancient culture,shapes,pharaohs
spells,performed during,rituals
care in burial,facilitates,spiritual journey
embalmers,enables,body preservation
ancient rituals,involves,grand pyramids
funeral customs,emphasizes,importance of honor
rituals,facilitates,spiritual journey
sustenance,supports,spiritual journey
burial practices,requires,careful orchestration
resources,needed for,funeral procession
food,integral to,burial practices
ancient rituals,involves,tombs
family,associated with,possessions
safe passage,facilitated by,Book of the Dead
body preservation,requires,afterlife
religious texts,guides,spiritual journey
embalmers,practiced by,common practices
honor,reflects,common practices
jewelry,includes,tombs
comfort items,provided to,common people
priest expertise,demonstrates,reverence for deceased
prayers,informs,afterlife beliefs
spells,includes,comfort items
pharaohs,facilitates,care in burial
common people,connects to,realm of gods
careful orchestration,requires,body preservation
body preservation,supports,elaborate tombs
amulets,guides,Book of the Dead
pharaohs,constructed for,tombs
tombs,housed in,pharaohs
care,ensures,afterlife
afterlife,benefits from,care
family,buried with,jewelry
jewelry,included by,family
possessions,buried by,common people
common people,received by,possessions
tools,provides,sustenance
sustenance,needed by,tools
food,ensures,safe passage
safe passage,needed for,food
personal belongings,provides,sustenance
sustenance,needed by,personal belongings
food,included to,honor
honor,honored by,food
eternal existence,guides towards,Book of the Dead
Book of the Dead,ensured by,eternal existence
embalmers,involved in,mummification process
mummification process,performed by,embalmers
clothing,aids in,body preservation
grand pyramids,reflects,reverence for deceased
protection,provides,items
food,included in,elaborate tombs
elaborate tombs,needed for,food
rituals,involves,burial practices
burial practices,performed in,rituals
common practices,is included in,Book of the Dead
pyramids,supports,body preservation
resources,required for,grand pyramids
funeral procession,accompanies,mummification process
spells,guides to,realm of gods
prayers,often included with,jewelry
prayers,associated with,family
care,provides for,possessions
grand pyramids,constructed for,religious texts
deceased,guides,Book of the Dead
common people,inhabited by,ancient Egypt
family,performed by,rituals
elaborate tombs,includes,burial practices
burial practices,influences,funeral procession
ancient culture,informed by,priest expertise
ancient culture,reflects,reverence for deceased
rituals,includes,afterlife items
priest expertise,involves,elite practices
Book of the Dead,guides,spiritual journey
food,provides,comfort items
tombs,facilitates,spiritual journey
common people,buried with,items
embalmers,shapes,afterlife beliefs
professional mourners,ensures,careful orchestration
respect,demonstrates,care in burial
priest expertise,involves,mummification process
religious texts,includes,afterlife items
food,included in,Book of the Dead
ancient rituals,emphasizes,importance of honor
elite practices,requires,careful orchestration
