id,label
Apollo 11,Apollo 11
Buzz Aldrin,Buzz Aldrin
Cold War,Cold War
International Space Station,International Space Station
Jupiter,Jupiter
Mars exploration,Mars exploration
Mars missions,Mars missions
Mars rovers,Mars rovers
NASA,NASA
Neil Armstrong,Neil Armstrong
Perseverance rover,Perseverance rover
Saturn,Saturn
Soviet Union,Soviet Union
SpaceX,SpaceX
Sputnik 1,Sputnik 1
Voyager missions,Voyager missions
Yuri Gagarin,Yuri Gagarin
advanced materials,advanced materials
artificial satellite,artificial satellite
astrobiology,astrobiology
colonization,colonization
commercial ventures,commercial ventures
discovery,discovery
early spaceflight,early spaceflight
exploration goals,exploration goals
exploration initiatives,exploration initiatives
exploration legacy,exploration legacy
exploration milestones,exploration milestones
exploration possibilities,exploration possibilities
exploration timeline,exploration timeline
extraterrestrial life,extraterrestrial life
first human,first human
further exploration,further exploration
future missions,future missions
global partnerships,global partnerships
groundbreaking endeavors,groundbreaking endeavors
habitable exoplanets,habitable exoplanets
history of exploration,history of exploration
human exploration,human exploration
human presence,human presence
human spaceflight,human spaceflight
innovation,innovation
innovation in space,innovation in space
international competition,international competition
international cooperation,international cooperation
interplanetary exploration,interplanetary exploration
ion propulsion,ion propulsion
launch costs,launch costs
launch events,launch events
life detection,life detection
microgravity experiments,microgravity experiments
mid-20th century,mid-20th century
mission objectives,mission objectives
moon landing,moon landing
moon missions,moon missions
moons exploration,moons exploration
operational milestones,operational milestones
orbit Earth,orbit Earth
orbital missions,orbital missions
outer planets,outer planets
past life,past life
permanent presence,permanent presence
planetary science,planetary science
private companies,private companies
private individuals,private individuals
red planet,red planet
reusable rockets,reusable rockets
rover missions,rover missions
scientific collaboration,scientific collaboration
scientific discoveries,scientific discoveries
scientific experiments,scientific experiments
scientific progress,scientific progress
scientific research,scientific research
significant advancements,significant advancements
solar system,solar system
space accessibility,space accessibility
space achievements,space achievements
space agencies,space agencies
space ambitions,space ambitions
space collaboration,space collaboration
space colonization,space colonization
space endeavors,space endeavors
space exploration progress,space exploration progress
space exploration timeline,space exploration timeline
space future,space future
space history,space history
space mission objectives,space mission objectives
space missions,space missions
space pioneers,space pioneers
space probes,space probes
space race,space race
space research,space research
space research platforms,space research platforms
space technology,space technology
space technology development,space technology development
space tourism,space tourism
space travel,space travel
spacecraft advancements,spacecraft advancements
suborbital flights,suborbital flights
technological progress,technological progress
technology advancements,technology advancements
technology testing,technology testing
travel faster,travel faster
universe understanding,universe understanding
