source,relation,target
diversity,influences,fashion trends
designer brands,shaped by,social media
ready-to-wear,sourced ethically by,ethical sourcing
nobles,wore,luxurious fabrics
ready-to-wear,promoted by,social media
sumptuary laws,regulated by,elaborate garments
department stores,enabled by,mass production
department stores,promoted by,sustainable fashion
youth culture,influences,sustainable fashion
democratized fashion,represents,cultural identity
youth culture,enables,self-expression
simpler clothing,contrasts with,ready-to-wear
social commentary,influenced by,religion influence
body positivity,emerged from,20th century
influencers,shaped by,fashion plates
social commentary,reflects,trend dissemination
sustainable fashion,contrasts with,luxury fashion
self-expression,inspired by,social movements
mass production,enabled by,recycling
mass production,facilitated by,ethical sourcing
economic factors,shaped,historical evolution
luxurious fabrics,featured in,fashion magazines
diversity,promoted by,democratized fashion
youth culture,influenced,fashion plates
religion influence,influenced by,cultural influences
self-expression,associated with,designer brands
mass production,enabled by,wealth and status
recycling,contributes to,sustainable fashion
luxurious fabrics,used in,religion influence
social commentary,supports,body positivity
elaborate garments,applied to,ethical sourcing
social hierarchy,dictated by,ready-to-wear
common people,contrasts with,luxury fashion
fashion trends,influenced by,fashion plates
cultural influences,shaped by,body positivity
printing press,enabled by,department stores
social commentary,driven by,social movements
individualism,characterized by,eclectic styles
economic factors,influenced by,Industrial Revolution
trend dissemination,influenced,designers
eclectic styles,promotes,sustainable fashion
luxurious fabrics,contrasts with,simpler clothing
elaborate garments,featured in,fashion magazines
common people,accessible to,ethical sourcing
social commentary,associated with,designer brands
nobles,enabled by,printing press
democratized fashion,enabled,printing press
sumptuary laws,regulates,social hierarchy
fashion magazines,influenced by,fashion trends
wealth and status,symbolizes,printing press
designer brands,reflects,wealth and status
ethical sourcing,influenced by,fashion magazines
wealth and status,reflects,ready-to-wear
fashion magazines,shapes,social media
designers,disseminates,printing press
20th century,shaped by,influencers
fashion trends,expresses,cultural identity
Middle Ages,originated from,ready-to-wear
self-expression,promotes,sustainable fashion
designers,inspired by,self-expression
luxurious fabrics,indicates,wealth and status
social commentary,facilitated by,mass production
sumptuary laws,applies to,nobles
fashion industry,influences,ethical sourcing
fashion industry,shapes,fashion magazines
fashion industry,utilizes,social media
designer brands,popularized by,fashion plates
social commentary,reflects,sustainable fashion
common people,contrasts with,royalty
diversity,featured in,fashion magazines
social commentary,represents,self-expression
social media,drives,influencers
self-expression,illustrated by,fashion plates
fashion magazines,dictated by,social hierarchy
fashion plates,depicted in,royalty
upcycling,promoted by,influencers
common people,reflects,social commentary
upcycling,emerged from,20th century
cultural influences,influenced,common people
art and culture,inspired,fashion magazines
social commentary,illustrates,fashion plates
fashion plates,is represented by,social commentary
simpler clothing,produced,fashion industry
simpler clothing,influenced,art and culture
upcycling,reflects,historical evolution
social hierarchy,influences,elaborate garments
iconic figures,inspired,self-expression
social movements,shaped,eclectic styles
cultural influences,influenced,diversity
social movements,influenced,luxury fashion
cultural influences,inspired,fashion plates
democratized fashion,enables,fashion magazines
luxury fashion,showcased,fashion magazines
