id,label
blood pressure,blood pressure
camaraderie,camaraderie
classical,classical
comfort,comfort
connections,connections
cortisol levels,cortisol levels
cultural background,cultural background
electronic,electronic
elegance,elegance
emotional needs,emotional needs
emotional well-being,emotional well-being
emotions,emotions
empathy,empathy
energize,energize
energy,energy
feelings,feelings
genre,genre
heart rate,heart rate
individual differences,individual differences
inspire,inspire
intensity,intensity
introspection,introspection
jazz,jazz
joy,joy
lyrics,lyrics
memories,memories
messages,messages
mood,mood
motivation,motivation
music,music
musical diversity,musical diversity
personal choices,personal choices
personal preferences,personal preferences
physiological responses,physiological responses
pop,pop
rebellion,rebellion
relaxation,relaxation
rock,rock
social bonds,social bonds
soothe,soothe
sophistication,sophistication
style,style
subjective effects,subjective effects
themes,themes
unity,unity
uplift,uplift
