source,relation,target
functions,guides,aroma
connections,influences,olfaction
appreciation,enhances,memories
chemical reactions,triggers,memories
aromatherapy,utilizes,nostalgia
chemical reactions,affects,aroma
olfactory system,guides,food choices
aroma,enhances,psychological well-being
memories,influences,behavior
chemical reactions,complicates,complexity
alternative medicine,informs,Proustian effect
aroma,evokes,beauty
memories,triggers,psychological well-being
fragrance industry,promotes,well-being
appreciation,increases,food choices
limbic system,interacts with,olfactory epithelium
fragrance industry,influences,food choices
aroma,evokes,nostalgia
chemical reactions,triggers,emotions
chemical reactions,provides,insights
ancestors,influences,food choices
smell,serves,functions
emotions,affects,psychological well-being
aromatherapy,utilizes,aroma
emotions,influences,functions
olfactory epithelium,guides,food choices
odor molecules,influences,human senses
Proustian effect,evokes,emotions
odor molecules,triggers,brain signals
mate identification,binds to,receptors
behavioral influence,affects,aroma
odor molecules,affects,emotions
aromatherapy,influences,emotions
aromatherapy,enhances,well-being
limbic system,influences,human senses
insights,derived from,appreciation
appreciation,valued by,alternative medicine
fragrance industry,affects,emotions
nostalgia,influences,behavioral influence
chemical reactions,triggered by,memories recall
aromatherapy,affects,behavior
danger warning,serves as,mysteries
childhood memories,enhances,psychological well-being
odor molecules,alerts to,danger warning
behavioral influence,enables,therapeutic applications
danger warning,alerts to,food detection
fragrance industry,benefits from,therapeutic applications
nostalgia,influences,psychological therapy
childhood memories,provides,therapeutic effects
nasal cavity,alerts to,danger warning
emotional responses,triggers,Proustian effect
alternative medicine,utilizes,psychological well-being
appreciation,evokes,mysteries
unique preferences,influences,food choices
fragrance industry,benefits from,physical well-being
aroma,influenced by,behavior
appreciation,appreciated by,brain signals
complexity,is a component of,olfaction
odor molecules,interacts with,olfactory system
evolution,influences,connections
alternative medicine,utilized in,nostalgia
olfactory epithelium,provides,insights
beauty,is a characteristic of,functions
appreciation,is appreciated by,Proustian effect
mysteries,is a part of,beauty
appreciation,is valued by,nostalgia
predators,threatens,ancestors
chemical reactions,triggers,Proustian effect
memories,is associated with,alternative medicine
therapeutic effects,affects,behavior
smell,is appreciated for,beauty
aroma,is influenced by,memories
olfactory system,is a component of,olfaction
limbic system,interacts with,receptors
receptors,is essential for,survival
well-being,contributes to,survival
aromatherapy,is a form of,alternative medicine
appreciation,is valued for,smell
human senses,warns about,danger warning
survival,drives,fragrance industry
behavior,is influenced by,emotions
social influence,influences,food choices
Proustian effect,is affected by,psychological well-being
scents in culture,applies to,therapeutic applications
social influence,affected by,lasting impressions
survival,is essential for,beauty
predators,threatens,nasal cavity
functions,is a function of,nasal cavity
behavior,triggers,emotional triggers
mysteries,is a mystery of,nasal cavity
