id,label
air currents,air currents
air saturation,air saturation
air temperature,air temperature
atmospheric conditions,atmospheric conditions
atmospheric dynamics,atmospheric dynamics
atmospheric layers,atmospheric layers
cirrus clouds,cirrus clouds
clear days,clear days
cloud characteristics,cloud characteristics
cloud development,cloud development
cloud formation,cloud formation
cloud observation,cloud observation
cloud types,cloud types
complex processes,complex processes
condensation process,condensation process
cooling air,cooling air
cumulonimbus clouds,cumulonimbus clouds
cumulus clouds,cumulus clouds
dew point,dew point
environmental appreciation,environmental appreciation
fluffy appearance,fluffy appearance
gentle lifting,gentle lifting
gray color,gray color
high altitude,high altitude
humidity levels,humidity levels
ice crystals,ice crystals
interaction factors,interaction factors
light rain,light rain
low-lying clouds,low-lying clouds
meteorological phenomena,meteorological phenomena
meteorological study,meteorological study
moisture content,moisture content
moisture dynamics,moisture dynamics
natural phenomenon,natural phenomenon
overcast skies,overcast skies
rain,rain
sky characteristics,sky characteristics
sky observation,sky observation
slow cooling,slow cooling
solar heating,solar heating
stratus clouds,stratus clouds
temperature influence,temperature influence
thin clouds,thin clouds
thunderstorms,thunderstorms
tiny droplets,tiny droplets
uniform layer,uniform layer
visible clouds,visible clouds
visual appearance,visual appearance
warm moist air,warm moist air
water vapor,water vapor
weather association,weather association
weather forecasting,weather forecasting
weather patterns,weather patterns
weather types,weather types
