source,relation,target
efficiency,enhances,mass production
canals,facilitates,maritime trade
innovation,revolutionized,steam engine
steam engine,powered by,canals
delivery services,utilizes,airplanes
digital infrastructure,supports,delivery services
trade routes,connected by,locomotives
locomotives,driven by,steam engine
efficiency,drives,urban growth
commercial aviation,facilitates,urban growth
urban growth,benefits from,commercial aviation
cultural exchange,enables,wheeled carts
urban growth,enhances,cultural exchange
commuting,supports,urban growth
urban growth,transforms,ride-sharing services
interplanetary travel,drives,technology advancements
cultural exchange,enables,commercial spaceflight
personal transportation,evolved into,ancient transportation
goods exchange,enables,exploration
electric vehicles,is a type of,high-speed pods
infrastructure monitoring,utilizes,drones
electric vehicles,utilizes,modern technologies
long-distance travel,enables,interplanetary travel
modern technologies,enhances,transportation systems
personal transportation,facilitates,human exploration
personal transportation,is used for,aerial surveys
ancient transportation,precedes,animal transportation
digital infrastructure,supports,aerial surveys
autonomous vehicles,supports,urban growth
travel efficiency,improves,leisure travel
steamships,drives,technology advancements
goods exchange,enables,human exploration
digital infrastructure,integrates with,electric vehicles
digital infrastructure,is enhanced by,transportation systems
wheeled carts,is a predecessor of,delivery services
transportation systems,influences,long-distance travel
carbon footprint,affects,ancient transportation
commercial aviation,improves,efficiency
railway networks,facilitates,goods exchange
steamships,is a type of,railway networks
automobiles,is a component of,transportation systems
infrastructure monitoring,monitors,airplanes
industrial development,enables,human exploration
commercial aviation,enhances,cultural exchange
railway networks,supports,urban growth
carbon footprint,is reduced by,aerial surveys
personal transportation,evolved into,animal transportation
drones,is a part of,transportation systems
transportation history,influences,urban growth
transportation evolution,informs,infrastructure monitoring
wheeled carts,facilitates,commuting
travel times,affects,ancient transportation
modern technologies,is a type of,wheeled carts
transportation history,drives,technology advancements
transportation evolution,improves,travel efficiency
high-speed pods,monitored by,infrastructure monitoring
trade routes,supports,industrial development
canals,influences,ancient transportation
long-distance travel,enables,transportation history
innovation,revolutionized,steamships
digital infrastructure,supports,wheeled carts
modern technologies,enables,commercial spaceflight
autonomous vehicles,enables,ride-sharing services
ride-sharing services,utilizes,autonomous vehicles
drones,evolved from,wheeled carts
wheeled carts,influenced by,drones
modern technologies,drives,autonomous vehicles
autonomous vehicles,utilizes,modern technologies
digital infrastructure,supports,autonomous vehicles
autonomous vehicles,depends on,digital infrastructure
automobiles,preceded by,steam engine
steam engine,influenced by,automobiles
exploration,facilitated by,wheeled carts
wheeled carts,enabled,exploration
efficiency,improved by,wheeled carts
wheeled carts,depends on,efficiency
trade routes,enhanced by,navigation apps
navigation apps,utilized by,trade routes
steam engine,aided by,navigation apps
navigation apps,influenced by,steam engine
automobiles,produced by,mass production
smart cities,utilizes,delivery services
efficiency,enhances,space travel
commercial spaceflight,enables,interplanetary travel
autonomous vehicles,supports,interplanetary travel
space travel,expands,commercial aviation
smart cities,integrates with,hyperloop technology
sustainable practices,promotes,delivery services
transportation systems,informs,aerial surveys
smart cities,enhances,railway networks
modern technologies,advances,sustainable practices
human exploration,facilitates,travel times
delivery services,improves,efficiency
digital infrastructure,supports,sustainable practices
wheeled carts,utilizes,aerial surveys
maritime trade,influences,railway networks
commercial aviation,complements,drones
smart cities,utilizes,aerial surveys
delivery services,enhances,ride-sharing services
sustainable practices,drives,hyperloop technology
modern technologies,improves,efficiency
commercial spaceflight,facilitates,aerial surveys
autonomous vehicles,enables,personal transportation
digital infrastructure,enhances,modern technologies
digital infrastructure,improves,efficiency
modern technologies,supports,ride-sharing services
automobiles,enhances,efficiency
electric vehicles,produced by,mass production
autonomous vehicles,reduces,carbon footprint
automobiles,competes with,railway networks
digital infrastructure,enhances,ride-sharing services
trade routes,facilitates,exploration
navigation apps,utilizes,innovation
steam engine,enables,exploration
mass production,drives,hyperloop technology
space travel,expands into,airplanes
modern technologies,integrates with,smart cities
personal transportation,influences,transportation systems
trade routes,supports,human exploration
steam engine,contributes to,human exploration
digital infrastructure,enhances,smart cities
