id,label
17th century,17th century
Arabian Peninsula,Arabian Peninsula
Enlightenment period,Enlightenment period
Europe,Europe
Kaldi legend,Kaldi legend
Rousseau,Rousseau
Voltaire,Voltaire
biodiversity loss,biodiversity loss
business transactions,business transactions
cafe culture,cafe culture
coffee breaks,coffee breaks
coffee cultivation,coffee cultivation
coffee culture,coffee culture
coffee history,coffee history
coffee houses,coffee houses
community,community
community engagement,community engagement
cultural impact,cultural impact
daily lives,daily lives
debates,debates
deforestation,deforestation
economic implications,economic implications
employment opportunities,employment opportunities
energy,energy
environmental implications,environmental implications
ethical sourcing,ethical sourcing
focus,focus
friendship,friendship
global phenomenon,global phenomenon
history,history
hospitality,hospitality
ideas exchange,ideas exchange
intellectual discussions,intellectual discussions
lifestyle,lifestyle
morning rituals,morning rituals
multi-billion dollar industry,multi-billion dollar industry
penny universities,penny universities
personal identity,personal identity
political discourse,political discourse
productivity,productivity
quality,quality
social connections,social connections
social gatherings,social gatherings
social spaces,social spaces
social status,social status
sustainability,sustainability
sustainable farming,sustainable farming
traded commodities,traded commodities
urban social fabric,urban social fabric
warmth,warmth
water usage,water usage
