id,label
1.5 billion speakers,1.5 billion speakers
American English,American English
Anglo-Saxons,Anglo-Saxons
Australian English,Australian English
British Empire,British Empire
Canterbury Tales,Canterbury Tales
Early Modern English,Early Modern English
English language,English language
English literature,English literature
French influence,French influence
Geoffrey Chaucer,Geoffrey Chaucer
Great Vowel Shift,Great Vowel Shift
Indian English,Indian English
Middle English,Middle English
Norman Conquest,Norman Conquest
Old English,Old English
Old Norman,Old Norman
William Shakespeare,William Shakespeare
adaptability,adaptability
business,business
communication,communication
complex grammar,complex grammar
cultural exchange,cultural exchange
cultural influences,cultural influences
dialect development,dialect development
dialects,dialects
diplomacy,diplomacy
diverse cultures,diverse cultures
entertainment,entertainment
global language,global language
grammar,grammar
historical events,historical events
historical linguistics,historical linguistics
inflected language,inflected language
international communication,international communication
language adaptation,language adaptation
language diversity,language diversity
language evolution,language evolution
language history,language history
language influence,language influence
language mixing,language mixing
language resilience,language resilience
language transformation,language transformation
lingua franca,lingua franca
linguistic heritage,linguistic heritage
literary works,literary works
printing press,printing press
pronunciation,pronunciation
pronunciation shifts,pronunciation shifts
resilience,resilience
science,science
standardization,standardization
technology,technology
vocabulary,vocabulary
vocabulary changes,vocabulary changes
