id,label
achievements,achievements
adult lives,adult lives
advancing rights,advancing rights
behaviors,behaviors
beliefs,beliefs
challenging authority,challenging authority
critical thinking,critical thinking
criticism of education,criticism of education
cultural appreciation,cultural appreciation
cultural celebration,cultural celebration
cultural change,cultural change
cultural differences,cultural differences
cultural empowerment,cultural empowerment
cultural evolution,cultural evolution
cultural hegemony,cultural hegemony
cultural heritage,cultural heritage
cultural narratives,cultural narratives
cultural norms,cultural norms
cultural richness,cultural richness
cultural roots,cultural roots
cultural teachings,cultural teachings
cultural understanding,cultural understanding
culture,culture
diversity,diversity
dominant values,dominant values
education,education
educational impact,educational impact
educational systems,educational systems
empathy,empathy
empowerment,empowerment
equitable culture,equitable culture
equitable society,equitable society
erasure of voices,erasure of voices
evolution,evolution
fostering respect,fostering respect
gender equality,gender equality
generations,generations
globalized world,globalized world
harmonious society,harmonious society
history,history
human experiences,human experiences
identity,identity
impact,impact
inclusive culture,inclusive culture
inclusivity,inclusivity
innovation,innovation
institutions,institutions
knowledge,knowledge
knowledge transmission,knowledge transmission
marginalized groups,marginalized groups
marginalized voices,marginalized voices
minority perspectives,minority perspectives
perspectives,perspectives
power dynamics,power dynamics
preservation,preservation
pride,pride
questioning norms,questioning norms
representation,representation
schools,schools
shaping,shaping
social change,social change
social environment,social environment
social identity,social identity
societal progress,societal progress
societal values,societal values
teaching,teaching
tolerance,tolerance
traditional customs,traditional customs
traditional roles,traditional roles
transformation,transformation
transformative education,transformative education
transmission,transmission
understanding,understanding
values,values
